n,g_data[n],q_lntts[n],q_time[n]
836,3.41159,-5.91131,3009600
837,3.41228,-5.91011,3013200
838,3.41296,-5.90892,3016800
839,3.41365,-5.90773,3020400
840,3.41433,-5.90654,3024000
841,3.41502,-5.90535,3027600
842,3.4157,-5.90416,3031200
843,3.41638,-5.90297,3034800
844,3.41706,-5.90178,3038400
845,3.41774,-5.9006,3042000
846,3.41833,-5.89942,3045600
847,3.41882,-5.89824,3049200
848,3.41932,-5.89706,3052800
849,3.41981,-5.89588,3056400
850,3.4203,-5.8947,3060000
851,3.4208,-5.89353,3063600
852,3.42129,-5.89235,3067200
853,3.42178,-5.89118,3070800
854,3.42227,-5.89001,3074400
855,3.42276,-5.88884,3078000
856,3.42325,-5.88767,3081600
857,3.42374,-5.8865,3085200
858,3.42423,-5.88533,3088800
859,3.42471,-5.88417,3092400
860,3.4252,-5.883,3096000
861,3.42569,-5.88184,3099600
862,3.42617,-5.88068,3103200
863,3.42666,-5.87952,3106800
864,3.42714,-5.87836,3110400
865,3.42763,-5.87721,3114000
866,3.42811,-5.87605,3117600
867,3.42859,-5.8749,3121200
868,3.42908,-5.87375,3124800
869,3.42956,-5.87259,3128400
870,3.43004,-5.87144,3132000
871,3.43052,-5.8703,3135600
872,3.431,-5.86915,3139200
873,3.43148,-5.868,3142800
874,3.43196,-5.86686,3146400
875,3.43244,-5.86571,3150000
876,3.43292,-5.86457,3153600
877,3.4334,-5.86343,3157200
878,3.43387,-5.86229,3160800
879,3.43435,-5.86115,3164400
880,3.43483,-5.86002,3168000
881,3.4353,-5.85888,3171600
882,3.43578,-5.85775,3175200
883,3.43625,-5.85661,3178800
884,3.43673,-5.85548,3182400
885,3.4372,-5.85435,3186000
886,3.43767,-5.85322,3189600
887,3.43814,-5.85209,3193200
888,3.43862,-5.85097,3196800
889,3.43909,-5.84984,3200400
890,3.43956,-5.84872,3204000
891,3.44003,-5.84759,3207600
892,3.4405,-5.84647,3211200
893,3.44097,-5.84535,3214800
894,3.44143,-5.84423,3218400
895,3.4419,-5.84311,3222000
896,3.44237,-5.842,3225600
897,3.44284,-5.84088,3229200
898,3.4433,-5.83977,3232800
899,3.44377,-5.83865,3236400
900,3.44424,-5.83754,3240000
901,3.4447,-5.83643,3243600
902,3.44517,-5.83532,3247200
903,3.44563,-5.83421,3250800
904,3.44609,-5.83311,3254400
905,3.44656,-5.832,3258000
906,3.44702,-5.8309,3261600
907,3.44748,-5.82979,3265200
908,3.44794,-5.82869,3268800
909,3.4484,-5.82759,3272400
910,3.44886,-5.82649,3276000
911,3.44932,-5.82539,3279600
912,3.44978,-5.8243,3283200
913,3.45024,-5.8232,3286800
914,3.4507,-5.82211,3290400
915,3.45116,-5.82101,3294000
916,3.45161,-5.81992,3297600
917,3.45207,-5.81883,3301200
918,3.45253,-5.81774,3304800
919,3.45298,-5.81665,3308400
920,3.45344,-5.81556,3312000
921,3.45389,-5.81448,3315600
922,3.45435,-5.81339,3319200
923,3.4548,-5.81231,3322800
924,3.45525,-5.81123,3326400
925,3.45571,-5.81014,3330000
926,3.45616,-5.80906,3333600
927,3.45661,-5.80798,3337200
928,3.45706,-5.80691,3340800
929,3.45751,-5.80583,3344400
930,3.45796,-5.80475,3348000
931,3.45841,-5.80368,3351600
932,3.45886,-5.8026,3355200
933,3.45931,-5.80153,3358800
934,3.45976,-5.80046,3362400
935,3.46021,-5.79939,3366000
936,3.46066,-5.79832,3369600
937,3.4611,-5.79725,3373200
938,3.46155,-5.79619,3376800
939,3.462,-5.79512,3380400
940,3.46244,-5.79406,3384000
941,3.46289,-5.79299,3387600
942,3.46333,-5.79193,3391200
943,3.46378,-5.79087,3394800
944,3.46422,-5.78981,3398400
945,3.46466,-5.78875,3402000
946,3.46511,-5.78769,3405600
947,3.46555,-5.78664,3409200
948,3.46599,-5.78558,3412800
949,3.46643,-5.78453,3416400
950,3.46687,-5.78348,3420000
951,3.46731,-5.78242,3423600
952,3.46775,-5.78137,3427200
953,3.46819,-5.78032,3430800
954,3.46863,-5.77927,3434400
955,3.46907,-5.77823,3438000
956,3.46951,-5.77718,3441600
957,3.46995,-5.77613,3445200
958,3.47038,-5.77509,3448800
959,3.47082,-5.77405,3452400
960,3.47126,-5.773,3456000
961,3.47169,-5.77196,3459600
962,3.47213,-5.77092,3463200
963,3.47256,-5.76988,3466800
964,3.473,-5.76885,3470400
965,3.47343,-5.76781,3474000
966,3.47387,-5.76677,3477600
967,3.4743,-5.76574,3481200
968,3.47473,-5.76471,3484800
969,3.47516,-5.76367,3488400
970,3.4756,-5.76264,3492000
971,3.47603,-5.76161,3495600
972,3.47646,-5.76058,3499200
973,3.47689,-5.75955,3502800
974,3.47732,-5.75853,3506400
975,3.47775,-5.7575,3510000
976,3.47818,-5.75647,3513600
977,3.47861,-5.75545,3517200
978,3.47904,-5.75443,3520800
979,3.47946,-5.75341,3524400
980,3.47989,-5.75238,3528000
981,3.48032,-5.75136,3531600
982,3.48074,-5.75035,3535200
983,3.48117,-5.74933,3538800
984,3.4816,-5.74831,3542400
985,3.48202,-5.7473,3546000
986,3.48245,-5.74628,3549600
987,3.48287,-5.74527,3553200
988,3.48329,-5.74425,3556800
989,3.48372,-5.74324,3560400
990,3.48414,-5.74223,3564000
991,3.48456,-5.74122,3567600
992,3.48499,-5.74021,3571200
993,3.48541,-5.73921,3574800
994,3.48583,-5.7382,3578400
995,3.48625,-5.73719,3582000
996,3.48667,-5.73619,3585600
997,3.48709,-5.73519,3589200
998,3.48751,-5.73418,3592800
999,3.48793,-5.73318,3596400
1000,3.48835,-5.73218,3600000
1001,3.48877,-5.73118,3603600
1002,3.48919,-5.73018,3607200
1003,3.4896,-5.72919,3610800
1004,3.49002,-5.72819,3614400
1005,3.49044,-5.72719,3618000
1006,3.49085,-5.7262,3621600
1007,3.49127,-5.72521,3625200
1008,3.49169,-5.72421,3628800
1009,3.4921,-5.72322,3632400
1010,3.49252,-5.72223,3636000
1011,3.49293,-5.72124,3639600
1012,3.49334,-5.72025,3643200
1013,3.49376,-5.71927,3646800
1014,3.49417,-5.71828,3650400
1015,3.49458,-5.71729,3654000
1016,3.495,-5.71631,3657600
1017,3.49541,-5.71532,3661200
1018,3.49582,-5.71434,3664800
1019,3.49623,-5.71336,3668400
1020,3.49664,-5.71238,3672000
1021,3.49705,-5.7114,3675600
1022,3.49746,-5.71042,3679200
1023,3.49787,-5.70944,3682800
1024,3.49828,-5.70847,3686400
1025,3.49869,-5.70749,3690000
1026,3.4991,-5.70651,3693600
1027,3.4995,-5.70554,3697200
1028,3.49991,-5.70457,3700800
1029,3.50032,-5.70359,3704400
1030,3.50073,-5.70262,3708000
1031,3.50113,-5.70165,3711600
1032,3.50154,-5.70068,3715200
1033,3.50194,-5.69971,3718800
1034,3.50235,-5.69875,3722400
1035,3.50275,-5.69778,3726000
1036,3.50316,-5.69681,3729600
1037,3.50356,-5.69585,3733200
1038,3.50396,-5.69489,3736800
1039,3.50437,-5.69392,3740400
1040,3.50477,-5.69296,3744000
1041,3.50517,-5.692,3747600
1042,3.50558,-5.69104,3751200
1043,3.50598,-5.69008,3754800
1044,3.50638,-5.68912,3758400
1045,3.50678,-5.68817,3762000
1046,3.50718,-5.68721,3765600
1047,3.50758,-5.68625,3769200
1048,3.50798,-5.6853,3772800
1049,3.50838,-5.68434,3776400
1050,3.50878,-5.68339,3780000
1051,3.50918,-5.68244,3783600
1052,3.50957,-5.68149,3787200
1053,3.50997,-5.68054,3790800
1054,3.51037,-5.67959,3794400
1055,3.51077,-5.67864,3798000
1056,3.51116,-5.67769,3801600
1057,3.51156,-5.67675,3805200
1058,3.51196,-5.6758,3808800
1059,3.51235,-5.67486,3812400
1060,3.51275,-5.67391,3816000
1061,3.51314,-5.67297,3819600
1062,3.51354,-5.67203,3823200
1063,3.51393,-5.67109,3826800
1064,3.51432,-5.67015,3830400
1065,3.51472,-5.66921,3834000
1066,3.51511,-5.66827,3837600
1067,3.5155,-5.66733,3841200
1068,3.51589,-5.66639,3844800
1069,3.51629,-5.66546,3848400
1070,3.51668,-5.66452,3852000
1071,3.51707,-5.66359,3855600
1072,3.51746,-5.66266,3859200
1073,3.51785,-5.66172,3862800
1074,3.51824,-5.66079,3866400
1075,3.51863,-5.65986,3870000
1076,3.51902,-5.65893,3873600
1077,3.51941,-5.658,3877200
1078,3.5198,-5.65707,3880800
1079,3.52018,-5.65615,3884400
1080,3.52057,-5.65522,3888000
1081,3.52096,-5.6543,3891600
1082,3.52135,-5.65337,3895200
1083,3.52173,-5.65245,3898800
1084,3.52212,-5.65152,3902400
1085,3.52251,-5.6506,3906000
1086,3.52289,-5.64968,3909600
1087,3.52328,-5.64876,3913200
1088,3.52366,-5.64784,3916800
1089,3.52405,-5.64692,3920400
1090,3.52443,-5.646,3924000
1091,3.52482,-5.64509,3927600
1092,3.5252,-5.64417,3931200
1093,3.52558,-5.64326,3934800
1094,3.52597,-5.64234,3938400
1095,3.52635,-5.64143,3942000
1096,3.52673,-5.64051,3945600
1097,3.52711,-5.6396,3949200
1098,3.52749,-5.63869,3952800
1099,3.52787,-5.63778,3956400
1100,3.52826,-5.63687,3960000
1101,3.52864,-5.63596,3963600
1102,3.52902,-5.63506,3967200
1103,3.5294,-5.63415,3970800
1104,3.52977,-5.63324,3974400
1105,3.53015,-5.63234,3978000
1106,3.53053,-5.63143,3981600
1107,3.53091,-5.63053,3985200
1108,3.53129,-5.62963,3988800
1109,3.53167,-5.62872,3992400
1110,3.53204,-5.62782,3996000
1111,3.53242,-5.62692,3999600
1112,3.5328,-5.62602,4003200
1113,3.53317,-5.62512,4006800
1114,3.53355,-5.62422,4010400
1115,3.53393,-5.62333,4014000
1116,3.5343,-5.62243,4017600
1117,3.53468,-5.62154,4021200
1118,3.53505,-5.62064,4024800
1119,3.53543,-5.61975,4028400
1120,3.5358,-5.61885,4032000
1121,3.53617,-5.61796,4035600
1122,3.53655,-5.61707,4039200
1123,3.53692,-5.61618,4042800
1124,3.53729,-5.61529,4046400
1125,3.53766,-5.6144,4050000
1126,3.53804,-5.61351,4053600
1127,3.53841,-5.61262,4057200
1128,3.53878,-5.61174,4060800
1129,3.53915,-5.61085,4064400
1130,3.53952,-5.60996,4068000
1131,3.53989,-5.60908,4071600
1132,3.54026,-5.6082,4075200
1133,3.54063,-5.60731,4078800
1134,3.541,-5.60643,4082400
1135,3.54137,-5.60555,4086000
1136,3.54174,-5.60467,4089600
1137,3.54211,-5.60379,4093200
1138,3.54247,-5.60291,4096800
1139,3.54284,-5.60203,4100400
1140,3.54321,-5.60115,4104000
1141,3.54358,-5.60028,4107600
1142,3.54394,-5.5994,4111200
1143,3.54431,-5.59853,4114800
1144,3.54468,-5.59765,4118400
1145,3.54504,-5.59678,4122000
1146,3.54541,-5.5959,4125600
1147,3.54577,-5.59503,4129200
1148,3.54614,-5.59416,4132800
1149,3.5465,-5.59329,4136400
1150,3.54687,-5.59242,4140000
1151,3.54723,-5.59155,4143600
1152,3.54759,-5.59068,4147200
1153,3.54796,-5.58981,4150800
1154,3.54832,-5.58895,4154400
1155,3.54868,-5.58808,4158000
1156,3.54905,-5.58722,4161600
1157,3.54941,-5.58635,4165200
1158,3.54977,-5.58549,4168800
1159,3.55013,-5.58462,4172400
1160,3.55049,-5.58376,4176000
1161,3.55085,-5.5829,4179600
1162,3.55121,-5.58204,4183200
1163,3.55157,-5.58118,4186800
1164,3.55193,-5.58032,4190400
1165,3.55229,-5.57946,4194000
1166,3.55265,-5.5786,4197600
1167,3.55301,-5.57775,4201200
1168,3.55337,-5.57689,4204800
1169,3.55373,-5.57603,4208400
1170,3.55409,-5.57518,4212000
1171,3.55444,-5.57432,4215600
1172,3.5548,-5.57347,4219200
1173,3.55516,-5.57262,4222800
1174,3.55551,-5.57177,4226400
1175,3.55587,-5.57091,4230000
1176,3.55623,-5.57006,4233600
1177,3.55658,-5.56921,4237200
1178,3.55694,-5.56836,4240800
1179,3.55729,-5.56752,4244400
1180,3.55765,-5.56667,4248000
1181,3.558,-5.56582,4251600
1182,3.55836,-5.56497,4255200
1183,3.55871,-5.56413,4258800
1184,3.55907,-5.56328,4262400
1185,3.55942,-5.56244,4266000
1186,3.55977,-5.5616,4269600
1187,3.56013,-5.56075,4273200
1188,3.56048,-5.55991,4276800
1189,3.56083,-5.55907,4280400
1190,3.56118,-5.55823,4284000
1191,3.56153,-5.55739,4287600
1192,3.56189,-5.55655,4291200
1193,3.56224,-5.55571,4294800
1194,3.56259,-5.55487,4298400
1195,3.56294,-5.55404,4302000
1196,3.56329,-5.5532,4305600
1197,3.56364,-5.55236,4309200
1198,3.56399,-5.55153,4312800
1199,3.56434,-5.55069,4316400
1200,3.56469,-5.54986,4320000
1201,3.56504,-5.54903,4323600
1202,3.56538,-5.5482,4327200
1203,3.56573,-5.54736,4330800
1204,3.56608,-5.54653,4334400
1205,3.56643,-5.5457,4338000
1206,3.56677,-5.54487,4341600
1207,3.56712,-5.54404,4345200
1208,3.56747,-5.54322,4348800
1209,3.56781,-5.54239,4352400
1210,3.56816,-5.54156,4356000
1211,3.56851,-5.54074,4359600
1212,3.56885,-5.53991,4363200
1213,3.5692,-5.53909,4366800
1214,3.56954,-5.53826,4370400
1215,3.56989,-5.53744,4374000
1216,3.57023,-5.53662,4377600
1217,3.57058,-5.53579,4381200
1218,3.57092,-5.53497,4384800
1219,3.57126,-5.53415,4388400
1220,3.57161,-5.53333,4392000
1221,3.57195,-5.53251,4395600
1222,3.57229,-5.53169,4399200
1223,3.57264,-5.53088,4402800
1224,3.57298,-5.53006,4406400
1225,3.57332,-5.52924,4410000
1226,3.57366,-5.52843,4413600
1227,3.574,-5.52761,4417200
1228,3.57434,-5.5268,4420800
1229,3.57468,-5.52598,4424400
1230,3.57502,-5.52517,4428000
1231,3.57537,-5.52436,4431600
1232,3.57571,-5.52354,4435200
1233,3.57604,-5.52273,4438800
1234,3.57638,-5.52192,4442400
1235,3.57672,-5.52111,4446000
1236,3.57706,-5.5203,4449600
1237,3.5774,-5.51949,4453200
1238,3.57774,-5.51868,4456800
1239,3.57808,-5.51788,4460400
1240,3.57842,-5.51707,4464000
1241,3.57875,-5.51626,4467600
1242,3.57909,-5.51546,4471200
1243,3.57943,-5.51465,4474800
1244,3.57976,-5.51385,4478400
1245,3.5801,-5.51305,4482000
1246,3.58044,-5.51224,4485600
1247,3.58077,-5.51144,4489200
1248,3.58111,-5.51064,4492800
1249,3.58144,-5.50984,4496400
1250,3.58178,-5.50904,4500000
1251,3.58211,-5.50824,4503600
1252,3.58245,-5.50744,4507200
1253,3.58278,-5.50664,4510800
1254,3.58312,-5.50584,4514400
1255,3.58345,-5.50505,4518000
1256,3.58378,-5.50425,4521600
1257,3.58412,-5.50345,4525200
1258,3.58445,-5.50266,4528800
1259,3.58478,-5.50186,4532400
1260,3.58511,-5.50107,4536000
1261,3.58545,-5.50028,4539600
1262,3.58578,-5.49948,4543200
1263,3.58611,-5.49869,4546800
1264,3.58644,-5.4979,4550400
1265,3.58677,-5.49711,4554000
1266,3.5871,-5.49632,4557600
1267,3.58743,-5.49553,4561200
1268,3.58776,-5.49474,4564800
1269,3.58809,-5.49395,4568400
1270,3.58842,-5.49317,4572000
1271,3.58875,-5.49238,4575600
1272,3.58908,-5.49159,4579200
1273,3.58941,-5.49081,4582800
1274,3.58974,-5.49002,4586400
1275,3.59007,-5.48924,4590000
1276,3.5904,-5.48845,4593600
1277,3.59073,-5.48767,4597200
1278,3.59105,-5.48689,4600800
1279,3.59138,-5.4861,4604400
1280,3.59171,-5.48532,4608000
1281,3.59204,-5.48454,4611600
1282,3.59236,-5.48376,4615200
1283,3.59269,-5.48298,4618800
1284,3.59301,-5.4822,4622400
1285,3.59334,-5.48142,4626000
1286,3.59367,-5.48065,4629600
1287,3.59399,-5.47987,4633200
1288,3.59432,-5.47909,4636800
1289,3.59464,-5.47832,4640400
1290,3.59497,-5.47754,4644000
1291,3.59529,-5.47676,4647600
1292,3.59562,-5.47599,4651200
1293,3.59594,-5.47522,4654800
1294,3.59626,-5.47444,4658400
1295,3.59659,-5.47367,4662000
1296,3.59691,-5.4729,4665600
1297,3.59723,-5.47213,4669200
1298,3.59756,-5.47136,4672800
1299,3.59788,-5.47059,4676400
1300,3.5982,-5.46982,4680000
1301,3.59852,-5.46905,4683600
1302,3.59884,-5.46828,4687200
1303,3.59916,-5.46751,4690800
1304,3.59949,-5.46675,4694400
1305,3.59981,-5.46598,4698000
1306,3.60013,-5.46521,4701600
1307,3.60045,-5.46445,4705200
1308,3.60077,-5.46368,4708800
1309,3.60109,-5.46292,4712400
1310,3.60141,-5.46215,4716000
1311,3.60173,-5.46139,4719600
1312,3.60205,-5.46063,4723200
1313,3.60237,-5.45987,4726800
1314,3.60268,-5.45911,4730400
1315,3.603,-5.45835,4734000
1316,3.60332,-5.45759,4737600
1317,3.60364,-5.45683,4741200
1318,3.60396,-5.45607,4744800
1319,3.60427,-5.45531,4748400
1320,3.60459,-5.45455,4752000
1321,3.60491,-5.45379,4755600
1322,3.60523,-5.45304,4759200
1323,3.60554,-5.45228,4762800
1324,3.60586,-5.45152,4766400
1325,3.60618,-5.45077,4770000
1326,3.60649,-5.45002,4773600
1327,3.60681,-5.44926,4777200
1328,3.60712,-5.44851,4780800
1329,3.60744,-5.44776,4784400
1330,3.60775,-5.447,4788000
1331,3.60807,-5.44625,4791600
1332,3.60838,-5.4455,4795200
1333,3.6087,-5.44475,4798800
1334,3.60901,-5.444,4802400
1335,3.60932,-5.44325,4806000
1336,3.60964,-5.4425,4809600
1337,3.60995,-5.44175,4813200
1338,3.61026,-5.44101,4816800
1339,3.61058,-5.44026,4820400
1340,3.61089,-5.43951,4824000
1341,3.6112,-5.43877,4827600
1342,3.61151,-5.43802,4831200
1343,3.61182,-5.43728,4834800
1344,3.61214,-5.43653,4838400
1345,3.61245,-5.43579,4842000
1346,3.61276,-5.43504,4845600
1347,3.61307,-5.4343,4849200
1348,3.61338,-5.43356,4852800
1349,3.61369,-5.43282,4856400
1350,3.614,-5.43208,4860000
1351,3.61431,-5.43134,4863600
1352,3.61462,-5.4306,4867200
1353,3.61493,-5.42986,4870800
1354,3.61524,-5.42912,4874400
1355,3.61555,-5.42838,4878000
1356,3.61586,-5.42764,4881600
1357,3.61617,-5.42691,4885200
1358,3.61648,-5.42617,4888800
1359,3.61678,-5.42543,4892400
1360,3.61709,-5.4247,4896000
1361,3.6174,-5.42396,4899600
1362,3.61771,-5.42323,4903200
1363,3.61801,-5.42249,4906800
1364,3.61832,-5.42176,4910400
1365,3.61863,-5.42103,4914000
1366,3.61893,-5.4203,4917600
1367,3.61924,-5.41956,4921200
1368,3.61955,-5.41883,4924800
1369,3.61985,-5.4181,4928400
1370,3.62016,-5.41737,4932000
1371,3.62046,-5.41664,4935600
1372,3.62077,-5.41591,4939200
1373,3.62107,-5.41518,4942800
1374,3.62138,-5.41446,4946400
1375,3.62168,-5.41373,4950000
1376,3.62199,-5.413,4953600
1377,3.62229,-5.41227,4957200
1378,3.6226,-5.41155,4960800
1379,3.6229,-5.41082,4964400
1380,3.6232,-5.4101,4968000
1381,3.62351,-5.40937,4971600
1382,3.62381,-5.40865,4975200
1383,3.62411,-5.40793,4978800
1384,3.62442,-5.4072,4982400
1385,3.62472,-5.40648,4986000
1386,3.62502,-5.40576,4989600
1387,3.62532,-5.40504,4993200
1388,3.62562,-5.40432,4996800
1389,3.62593,-5.4036,5000400
1390,3.62623,-5.40288,5004000
1391,3.62653,-5.40216,5007600
1392,3.62683,-5.40144,5011200
1393,3.62713,-5.40072,5014800
1394,3.62743,-5.4,5018400
1395,3.62773,-5.39929,5022000
1396,3.62803,-5.39857,5025600
1397,3.62833,-5.39785,5029200
1398,3.62863,-5.39714,5032800
1399,3.62893,-5.39642,5036400
1400,3.62923,-5.39571,5040000
1401,3.62953,-5.395,5043600
1402,3.62983,-5.39428,5047200
1403,3.63012,-5.39357,5050800
1404,3.63042,-5.39286,5054400
1405,3.63072,-5.39214,5058000
1406,3.63102,-5.39143,5061600
1407,3.63132,-5.39072,5065200
1408,3.63161,-5.39001,5068800
1409,3.63191,-5.3893,5072400
1410,3.63221,-5.38859,5076000
1411,3.63251,-5.38788,5079600
1412,3.6328,-5.38717,5083200
1413,3.6331,-5.38647,5086800
1414,3.63339,-5.38576,5090400
1415,3.63369,-5.38505,5094000
1416,3.63399,-5.38435,5097600
1417,3.63428,-5.38364,5101200
1418,3.63458,-5.38293,5104800
1419,3.63487,-5.38223,5108400
1420,3.63517,-5.38153,5112000
1421,3.63546,-5.38082,5115600
1422,3.63576,-5.38012,5119200
1423,3.63605,-5.37941,5122800
1424,3.63635,-5.37871,5126400
1425,3.63664,-5.37801,5130000
1426,3.63693,-5.37731,5133600
1427,3.63723,-5.37661,5137200
1428,3.63752,-5.37591,5140800
1429,3.63781,-5.37521,5144400
1430,3.63811,-5.37451,5148000
1431,3.6384,-5.37381,5151600
1432,3.63869,-5.37311,5155200
1433,3.63898,-5.37241,5158800
1434,3.63928,-5.37171,5162400
1435,3.63957,-5.37102,5166000
1436,3.63986,-5.37032,5169600
1437,3.64015,-5.36962,5173200
1438,3.64044,-5.36893,5176800
1439,3.64073,-5.36823,5180400
1440,3.64102,-5.36754,5184000
1441,3.64131,-5.36684,5187600
1442,3.6416,-5.36615,5191200
1443,3.64189,-5.36546,5194800
1444,3.64218,-5.36476,5198400
1445,3.64247,-5.36407,5202000
1446,3.64276,-5.36338,5205600
1447,3.64305,-5.36269,5209200
1448,3.64334,-5.362,5212800
1449,3.64363,-5.36131,5216400
1450,3.64392,-5.36062,5220000
1451,3.64421,-5.35993,5223600
1452,3.6445,-5.35924,5227200
1453,3.64479,-5.35855,5230800
1454,3.64507,-5.35786,5234400
1455,3.64536,-5.35718,5238000
1456,3.64565,-5.35649,5241600
1457,3.64594,-5.3558,5245200
1458,3.64622,-5.35512,5248800
1459,3.64651,-5.35443,5252400
1460,3.6468,-5.35375,5256000
1461,3.64709,-5.35306,5259600
1462,3.64737,-5.35238,5263200
1463,3.64766,-5.35169,5266800
1464,3.64794,-5.35101,5270400
1465,3.64823,-5.35033,5274000
1466,3.64852,-5.34964,5277600
1467,3.6488,-5.34896,5281200
1468,3.64909,-5.34828,5284800
1469,3.64937,-5.3476,5288400
1470,3.64966,-5.34692,5292000
1471,3.64994,-5.34624,5295600
1472,3.65023,-5.34556,5299200
1473,3.65051,-5.34488,5302800
1474,3.65079,-5.3442,5306400
1475,3.65108,-5.34352,5310000
1476,3.65136,-5.34285,5313600
1477,3.65165,-5.34217,5317200
1478,3.65193,-5.34149,5320800
1479,3.65221,-5.34082,5324400
1480,3.6525,-5.34014,5328000
1481,3.65278,-5.33946,5331600
1482,3.65306,-5.33879,5335200
1483,3.65334,-5.33811,5338800
1484,3.65363,-5.33744,5342400
1485,3.65391,-5.33677,5346000
1486,3.65419,-5.33609,5349600
1487,3.65447,-5.33542,5353200
1488,3.65475,-5.33475,5356800
1489,3.65503,-5.33408,5360400
1490,3.65531,-5.33341,5364000
1491,3.6556,-5.33273,5367600
1492,3.65588,-5.33206,5371200
1493,3.65616,-5.33139,5374800
1494,3.65644,-5.33072,5378400
1495,3.65672,-5.33006,5382000
1496,3.657,-5.32939,5385600
1497,3.65728,-5.32872,5389200
1498,3.65756,-5.32805,5392800
1499,3.65784,-5.32738,5396400
1500,3.65812,-5.32672,5400000
1501,3.65839,-5.32605,5403600
1502,3.65867,-5.32538,5407200
1503,3.65895,-5.32472,5410800
1504,3.65923,-5.32405,5414400
1505,3.65951,-5.32339,5418000
1506,3.65979,-5.32272,5421600
1507,3.66006,-5.32206,5425200
1508,3.66034,-5.3214,5428800
1509,3.66062,-5.32073,5432400
1510,3.6609,-5.32007,5436000
1511,3.66117,-5.31941,5439600
1512,3.66145,-5.31875,5443200
1513,3.66173,-5.31809,5446800
1514,3.662,-5.31743,5450400
1515,3.66228,-5.31677,5454000
1516,3.66256,-5.31611,5457600
1517,3.66283,-5.31545,5461200
1518,3.66311,-5.31479,5464800
1519,3.66339,-5.31413,5468400
1520,3.66366,-5.31347,5472000
1521,3.66394,-5.31281,5475600
1522,3.66421,-5.31216,5479200
1523,3.66449,-5.3115,5482800
1524,3.66476,-5.31084,5486400
1525,3.66504,-5.31019,5490000
1526,3.66531,-5.30953,5493600
1527,3.66558,-5.30888,5497200
1528,3.66586,-5.30822,5500800
1529,3.66613,-5.30757,5504400
1530,3.66641,-5.30691,5508000
1531,3.66668,-5.30626,5511600
1532,3.66695,-5.30561,5515200
1533,3.66723,-5.30496,5518800
1534,3.6675,-5.3043,5522400
1535,3.66777,-5.30365,5526000
1536,3.66805,-5.303,5529600
1537,3.66832,-5.30235,5533200
1538,3.66859,-5.3017,5536800
1539,3.66886,-5.30105,5540400
1540,3.66913,-5.3004,5544000
1541,3.66941,-5.29975,5547600
1542,3.66968,-5.2991,5551200
1543,3.66995,-5.29845,5554800
1544,3.67022,-5.29781,5558400
1545,3.67049,-5.29716,5562000
1546,3.67076,-5.29651,5565600
1547,3.67103,-5.29586,5569200
1548,3.6713,-5.29522,5572800
1549,3.67157,-5.29457,5576400
1550,3.67184,-5.29393,5580000
1551,3.67211,-5.29328,5583600
1552,3.67238,-5.29264,5587200
1553,3.67265,-5.29199,5590800
1554,3.67292,-5.29135,5594400
1555,3.67319,-5.29071,5598000
1556,3.67346,-5.29006,5601600
1557,3.67373,-5.28942,5605200
