Hour, Average fluid temperature (°C), HP Inlet fluid temperature (°C), HP Outlet fluid temperature (°C), Load on ground (W/m),  Heat pump power consumption (kWh)
4319,15.93,15.24,16.62,-11.238,0.126
4320,15.93,15.24,16.62,-11.238,0.126
4321,15.93,15.24,16.62,-11.238,0.126
4322,15.93,15.24,16.62,-11.238,0.126
4323,15.93,15.24,16.62,-11.238,0.126
4324,15.93,15.24,16.63,-11.238,0.126
4325,15.93,15.24,16.63,-11.238,0.126
4326,15.94,15.24,16.63,-11.238,0.126
4327,15.94,15.25,16.63,-11.238,0.126
4328,15.94,15.25,16.63,-11.238,0.126
4329,15.94,15.25,16.63,-11.238,0.126
4330,15.94,15.25,16.63,-11.238,0.126
4331,15.94,15.25,16.63,-11.238,0.126
4332,15.94,15.25,16.63,-11.239,0.126
4333,15.94,15.25,16.63,-11.239,0.126
4334,15.94,15.25,16.63,-11.239,0.126
4335,15.94,15.25,16.63,-11.239,0.126
4336,15.94,15.25,16.63,-11.239,0.126
4337,15.94,15.25,16.64,-11.239,0.126
4338,15.95,15.25,16.64,-11.239,0.126
4339,15.95,15.26,16.64,-11.239,0.126
4340,15.95,15.26,16.64,-11.239,0.126
4341,15.95,15.26,16.64,-11.239,0.126
4342,15.95,15.26,16.64,-11.239,0.126
4343,15.95,15.26,16.64,-11.239,0.126
4344,15.95,15.26,16.64,-11.239,0.126
4345,15.95,15.26,16.64,-11.239,0.126
4346,15.95,15.26,16.64,-11.239,0.126
4347,15.95,15.26,16.64,-11.239,0.126
4348,15.95,15.26,16.64,-11.239,0.126
4349,15.95,15.26,16.64,-11.239,0.126
4350,15.95,15.26,16.65,-11.239,0.126
4351,15.96,15.26,16.65,-11.239,0.126
4352,15.96,15.26,16.65,-11.239,0.126
4353,15.96,15.27,16.65,-11.239,0.126
4354,15.96,15.27,16.65,-11.239,0.126
4355,15.96,15.27,16.65,-11.239,0.126
4356,15.96,15.27,16.65,-11.239,0.126
4357,15.96,15.27,16.65,-11.239,0.126
4358,15.96,15.27,16.65,-11.239,0.126
4359,15.96,15.27,16.65,-11.239,0.126
4360,15.96,15.27,16.65,-11.239,0.126
4361,15.96,15.27,16.65,-11.239,0.126
4362,15.96,15.27,16.65,-11.239,0.126
4363,15.96,15.27,16.66,-11.239,0.126
4364,15.96,15.27,16.66,-11.239,0.126
4365,15.97,15.27,16.66,-11.239,0.126
4366,15.97,15.28,16.66,-11.239,0.126
4367,15.97,15.28,16.66,-11.24,0.126
4368,15.97,15.28,16.66,-11.24,0.126
4369,15.97,15.28,16.66,-11.24,0.126
4370,15.97,15.28,16.66,-11.24,0.126
4371,15.97,15.28,16.66,-11.24,0.126
4372,15.97,15.28,16.66,-11.24,0.126
4373,15.97,15.28,16.66,-11.24,0.126
4374,15.97,15.28,16.66,-11.24,0.126
4375,15.97,15.28,16.66,-11.24,0.126
4376,15.97,15.28,16.66,-11.24,0.126
4377,15.97,15.28,16.67,-11.24,0.126
4378,15.98,15.28,16.67,-11.24,0.126
4379,15.98,15.28,16.67,-11.24,0.126
4380,15.98,15.29,16.67,-11.24,0.126
4381,12.39,12.85,11.92,7.627,0.239
4382,11.42,11.89,10.95,7.593,0.243
4383,10.88,11.34,10.41,7.573,0.246
4384,10.51,10.98,10.05,7.56,0.248
4385,10.25,10.71,9.78,7.55,0.249
4386,10.04,10.51,9.58,7.542,0.25
4387,9.87,10.34,9.41,7.535,0.251
4388,9.73,10.2,9.27,7.53,0.251
4389,9.61,10.08,9.15,7.525,0.252
4390,9.51,9.97,9.05,7.521,0.252
4391,9.42,9.88,8.96,7.517,0.253
4392,9.34,9.8,8.87,7.514,0.253
4393,9.26,9.72,8.8,7.511,0.254
4394,9.19,9.66,8.73,7.508,0.254
4395,9.13,9.59,8.67,7.506,0.254
4396,9.07,9.54,8.61,7.504,0.254
4397,9.02,9.48,8.56,7.502,0.255
4398,8.97,9.43,8.51,7.5,0.255
4399,8.92,9.39,8.46,7.498,0.255
4400,8.88,9.34,8.42,7.496,0.255
4401,8.84,9.3,8.38,7.494,0.256
4402,8.8,9.26,8.34,7.493,0.256
4403,8.76,9.22,8.3,7.491,0.256
4404,8.73,9.19,8.27,7.49,0.256
4405,8.69,9.15,8.23,7.488,0.256
4406,8.66,9.12,8.2,7.487,0.256
4407,8.63,9.09,8.17,7.486,0.257
4408,8.6,9.06,8.14,7.485,0.257
4409,8.57,9.03,8.11,7.483,0.257
4410,8.55,9.01,8.09,7.482,0.257
4411,8.52,8.98,8.06,7.481,0.257
4412,8.49,8.95,8.03,7.48,0.257
4413,8.47,8.93,8.01,7.479,0.257
4414,8.45,8.91,7.99,7.478,0.258
4415,8.42,8.88,7.96,7.477,0.258
4416,8.4,8.86,7.94,7.476,0.258
4417,8.38,8.84,7.92,7.475,0.258
4418,8.36,8.82,7.9,7.475,0.258
4419,8.34,8.8,7.88,7.474,0.258
4420,8.32,8.78,7.86,7.473,0.258
4421,8.3,8.76,7.84,7.472,0.258
4422,8.28,8.74,7.82,7.471,0.258
4423,8.26,8.72,7.8,7.471,0.259
4424,8.25,8.7,7.79,7.47,0.259
4425,8.23,8.69,7.77,7.469,0.259
4426,8.21,8.67,7.75,7.469,0.259
4427,8.2,8.65,7.74,7.468,0.259
4428,8.18,8.64,7.72,7.467,0.259
4429,8.16,8.62,7.7,7.467,0.259
4430,8.15,8.61,7.69,7.466,0.259
4431,8.13,8.59,7.67,7.465,0.259
4432,8.12,8.58,7.66,7.465,0.259
4433,8.1,8.56,7.65,7.464,0.259
4434,8.09,8.55,7.63,7.464,0.259
4435,8.08,8.54,7.62,7.463,0.259
4436,8.06,8.52,7.6,7.462,0.26
4437,8.05,8.51,7.59,7.462,0.26
4438,8.04,8.5,7.58,7.461,0.26
4439,8.02,8.48,7.57,7.461,0.26
4440,8.01,8.47,7.55,7.46,0.26
4441,8,8.46,7.54,7.46,0.26
4442,7.99,8.45,7.53,7.459,0.26
4443,7.98,8.43,7.52,7.459,0.26
4444,7.96,8.42,7.5,7.458,0.26
4445,7.94,8.4,7.49,7.457,0.26
4446,7.93,8.39,7.47,7.457,0.26
4447,7.91,8.37,7.46,7.456,0.26
4448,7.9,8.36,7.44,7.456,0.26
4449,7.89,8.34,7.43,7.455,0.26
4450,7.87,8.33,7.41,7.454,0.261
4451,7.86,8.32,7.4,7.454,0.261
4452,7.84,8.3,7.39,7.453,0.261
4453,7.83,8.29,7.37,7.453,0.261
4454,7.82,8.28,7.36,7.452,0.261
4455,7.81,8.26,7.35,7.452,0.261
4456,7.79,8.25,7.33,7.451,0.261
4457,7.78,8.24,7.32,7.451,0.261
4458,7.77,8.23,7.31,7.45,0.261
4459,7.75,8.21,7.3,7.449,0.261
4460,7.74,8.2,7.28,7.449,0.261
4461,7.73,8.19,7.27,7.448,0.261
4462,7.72,8.18,7.26,7.448,0.261
4463,7.71,8.16,7.25,7.447,0.261
4464,7.7,8.15,7.24,7.447,0.261
4465,7.68,8.14,7.23,7.446,0.261
4466,7.67,8.13,7.21,7.446,0.262
4467,7.66,8.12,7.2,7.446,0.262
4468,7.65,8.11,7.19,7.445,0.262
4469,7.64,8.1,7.18,7.445,0.262
4470,7.63,8.09,7.17,7.445,0.262
4471,7.62,8.08,7.16,7.444,0.262
4472,7.61,8.07,7.15,7.444,0.262
4473,7.6,8.05,7.14,7.443,0.262
4474,7.59,8.04,7.13,7.443,0.262
4475,7.58,8.03,7.12,7.442,0.262
4476,7.57,8.02,7.11,7.442,0.262
4477,7.56,8.01,7.1,7.442,0.262
4478,7.55,8,7.09,7.441,0.262
4479,7.54,7.99,7.08,7.441,0.262
4480,7.53,7.99,7.07,7.44,0.262
4481,7.52,7.98,7.06,7.44,0.262
4482,7.51,7.97,7.05,7.44,0.262
4483,7.5,7.96,7.04,7.439,0.262
4484,7.49,7.95,7.03,7.439,0.262
4485,7.48,7.94,7.02,7.438,0.262
4486,7.47,7.93,7.01,7.438,0.263
4487,7.46,7.92,7.01,7.438,0.263
4488,7.45,7.91,7,7.437,0.263
4489,7.45,7.9,6.99,7.437,0.263
4490,7.44,7.89,6.98,7.436,0.263
4491,7.43,7.89,6.97,7.436,0.263
4492,7.42,7.88,6.96,7.436,0.263
4493,7.41,7.87,6.95,7.435,0.263
4494,7.4,7.86,6.95,7.435,0.263
4495,7.39,7.85,6.94,7.435,0.263
4496,7.39,7.84,6.93,7.434,0.263
4497,7.38,7.84,6.92,7.434,0.263
4498,7.37,7.83,6.91,7.434,0.263
4499,7.36,7.82,6.91,7.433,0.263
4500,7.35,7.81,6.9,7.433,0.263
4501,7.35,7.8,6.89,7.433,0.263
4502,7.34,7.8,6.88,7.432,0.263
4503,7.33,7.79,6.87,7.432,0.263
4504,7.32,7.78,6.87,7.432,0.263
4505,7.32,7.77,6.86,7.431,0.263
4506,7.31,7.77,6.85,7.431,0.263
4507,7.3,7.76,6.85,7.431,0.263
4508,7.3,7.75,6.84,7.431,0.263
4509,7.29,7.75,6.84,7.43,0.263
4510,7.29,7.74,6.83,7.43,0.264
4511,7.28,7.74,6.83,7.43,0.264
4512,7.28,7.73,6.82,7.43,0.264
4513,7.27,7.73,6.82,7.429,0.264
4514,7.27,7.72,6.81,7.429,0.264
4515,7.26,7.72,6.81,7.429,0.264
4516,7.26,7.72,6.8,7.429,0.264
4517,7.25,7.71,6.8,7.429,0.264
4518,7.25,7.71,6.79,7.428,0.264
4519,7.24,7.7,6.79,7.428,0.264
4520,7.24,7.7,6.78,7.428,0.264
4521,7.24,7.69,6.78,7.428,0.264
4522,7.23,7.69,6.77,7.428,0.264
4523,7.23,7.68,6.77,7.428,0.264
4524,7.22,7.68,6.77,7.427,0.264
4525,7.22,7.67,6.76,7.427,0.264
4526,7.21,7.67,6.76,7.427,0.264
4527,7.21,7.67,6.75,7.427,0.264
4528,7.2,7.66,6.75,7.427,0.264
4529,7.2,7.66,6.74,7.426,0.264
4530,7.2,7.65,6.74,7.426,0.264
4531,7.19,7.65,6.74,7.426,0.264
4532,7.19,7.64,6.73,7.426,0.264
4533,7.18,7.64,6.73,7.426,0.264
4534,7.18,7.64,6.72,7.425,0.264
4535,7.18,7.63,6.72,7.425,0.264
4536,7.17,7.63,6.71,7.425,0.264
4537,7.17,7.62,6.71,7.425,0.264
4538,7.16,7.62,6.71,7.425,0.264
4539,7.16,7.62,6.7,7.425,0.264
4540,7.15,7.61,6.7,7.424,0.264
4541,7.15,7.61,6.69,7.424,0.264
4542,7.15,7.6,6.69,7.424,0.264
4543,7.14,7.6,6.69,7.424,0.264
4544,7.14,7.6,6.68,7.424,0.264
4545,7.14,7.59,6.68,7.424,0.264
4546,7.13,7.59,6.68,7.423,0.264
4547,7.13,7.58,6.67,7.423,0.264
4548,7.12,7.58,6.67,7.423,0.264
4549,7.12,7.58,6.66,7.423,0.264
4550,7.12,7.57,6.66,7.423,0.264
4551,7.11,7.57,6.66,7.423,0.264
4552,7.11,7.57,6.65,7.423,0.264
4553,7.11,7.56,6.65,7.422,0.264
4554,7.1,7.56,6.65,7.422,0.264
4555,7.1,7.55,6.64,7.422,0.265
4556,7.1,7.55,6.64,7.422,0.265
4557,7.09,7.55,6.64,7.422,0.265
4558,7.09,7.54,6.63,7.422,0.265
4559,7.08,7.54,6.63,7.421,0.265
4560,7.08,7.54,6.62,7.421,0.265
4561,7.08,7.53,6.62,7.421,0.265
4562,7.07,7.53,6.62,7.421,0.265
4563,7.07,7.53,6.61,7.421,0.265
4564,7.07,7.52,6.61,7.421,0.265
4565,7.06,7.52,6.61,7.421,0.265
4566,7.06,7.52,6.6,7.42,0.265
4567,7.06,7.51,6.6,7.42,0.265
4568,7.05,7.51,6.6,7.42,0.265
4569,7.05,7.51,6.59,7.42,0.265
4570,7.05,7.5,6.59,7.42,0.265
4571,7.04,7.5,6.59,7.42,0.265
4572,7.04,7.5,6.58,7.42,0.265
4573,7.04,7.49,6.58,7.419,0.265
4574,7.03,7.49,6.58,7.419,0.265
4575,7.03,7.49,6.58,7.419,0.265
4576,7.03,7.48,6.57,7.419,0.265
4577,7.03,7.48,6.57,7.419,0.265
4578,7.02,7.48,6.57,7.419,0.265
4579,7.02,7.48,6.56,7.419,0.265
4580,7.02,7.47,6.56,7.418,0.265
4581,7.01,7.47,6.56,7.418,0.265
4582,7.01,7.47,6.55,7.418,0.265
4583,7.01,7.46,6.55,7.418,0.265
4584,7,7.46,6.55,7.418,0.265
4585,7,7.46,6.54,7.418,0.265
4586,7,7.45,6.54,7.418,0.265
4587,6.99,7.45,6.54,7.418,0.265
4588,6.99,7.45,6.54,7.417,0.265
4589,6.99,7.44,6.53,7.417,0.265
4590,6.99,7.44,6.53,7.417,0.265
4591,6.98,7.44,6.53,7.417,0.265
4592,6.98,7.44,6.52,7.417,0.265
4593,6.98,7.43,6.52,7.417,0.265
4594,6.97,7.43,6.52,7.417,0.265
4595,6.97,7.43,6.52,7.417,0.265
4596,6.97,7.42,6.51,7.416,0.265
4597,6.97,7.42,6.51,7.416,0.265
4598,6.96,7.42,6.51,7.416,0.265
4599,6.96,7.42,6.5,7.416,0.265
4600,6.96,7.41,6.5,7.416,0.265
4601,6.95,7.41,6.5,7.416,0.265
4602,6.95,7.41,6.5,7.416,0.265
4603,6.95,7.41,6.49,7.416,0.265
4604,6.95,7.4,6.49,7.416,0.265
4605,6.94,7.4,6.49,7.415,0.265
4606,6.94,7.4,6.49,7.415,0.265
4607,6.94,7.39,6.48,7.415,0.265
4608,6.94,7.39,6.48,7.415,0.265
4609,6.93,7.39,6.48,7.415,0.265
4610,6.93,7.39,6.47,7.415,0.265
4611,6.93,7.38,6.47,7.415,0.265
4612,6.93,7.38,6.47,7.415,0.265
4613,6.92,7.38,6.47,7.414,0.265
4614,6.92,7.38,6.46,7.414,0.265
4615,6.92,7.37,6.46,7.414,0.265
4616,6.92,7.37,6.46,7.414,0.265
4617,6.91,7.37,6.46,7.414,0.265
4618,6.91,7.37,6.45,7.414,0.266
4619,6.91,7.36,6.45,7.414,0.266
4620,6.91,7.36,6.45,7.414,0.266
4621,6.9,7.36,6.45,7.414,0.266
4622,6.9,7.36,6.44,7.413,0.266
4623,6.9,7.35,6.44,7.413,0.266
4624,6.9,7.35,6.44,7.413,0.266
4625,6.89,7.35,6.44,7.413,0.266
4626,6.89,7.35,6.43,7.413,0.266
4627,6.89,7.34,6.43,7.413,0.266
4628,6.89,7.34,6.43,7.413,0.266
4629,6.88,7.34,6.43,7.413,0.266
4630,6.88,7.34,6.43,7.413,0.266
4631,6.88,7.33,6.42,7.413,0.266
4632,6.88,7.33,6.42,7.412,0.266
4633,6.87,7.33,6.42,7.412,0.266
4634,6.87,7.33,6.42,7.412,0.266
4635,6.87,7.32,6.41,7.412,0.266
4636,6.87,7.32,6.41,7.412,0.266
4637,6.86,7.32,6.41,7.412,0.266
4638,6.86,7.32,6.41,7.412,0.266
4639,6.86,7.32,6.4,7.412,0.266
4640,6.86,7.31,6.4,7.412,0.266
4641,6.86,7.31,6.4,7.412,0.266
4642,6.85,7.31,6.4,7.411,0.266
4643,6.85,7.31,6.4,7.411,0.266
4644,6.85,7.3,6.39,7.411,0.266
4645,6.85,7.3,6.39,7.411,0.266
4646,6.84,7.3,6.39,7.411,0.266
4647,6.84,7.3,6.39,7.411,0.266
4648,6.84,7.3,6.38,7.411,0.266
4649,6.84,7.29,6.38,7.411,0.266
4650,6.84,7.29,6.38,7.411,0.266
4651,6.83,7.29,6.38,7.411,0.266
4652,6.83,7.29,6.38,7.411,0.266
4653,6.83,7.28,6.37,7.41,0.266
4654,6.83,7.28,6.37,7.41,0.266
4655,6.83,7.28,6.37,7.41,0.266
4656,6.82,7.28,6.37,7.41,0.266
4657,6.82,7.28,6.37,7.41,0.266
4658,6.82,7.27,6.36,7.41,0.266
4659,6.82,7.27,6.36,7.41,0.266
4660,6.81,7.27,6.36,7.41,0.266
4661,6.81,7.27,6.36,7.41,0.266
4662,6.81,7.27,6.35,7.41,0.266
4663,6.81,7.26,6.35,7.41,0.266
4664,6.81,7.26,6.35,7.409,0.266
4665,6.8,7.26,6.35,7.409,0.266
4666,6.8,7.26,6.35,7.409,0.266
4667,6.8,7.26,6.34,7.409,0.266
4668,6.8,7.25,6.34,7.409,0.266
4669,6.8,7.25,6.34,7.409,0.266
4670,6.79,7.25,6.34,7.409,0.266
4671,6.79,7.25,6.34,7.409,0.266
4672,6.79,7.25,6.33,7.409,0.266
4673,6.79,7.24,6.33,7.409,0.266
4674,6.79,7.24,6.33,7.409,0.266
4675,6.78,7.24,6.33,7.408,0.266
4676,6.78,7.24,6.33,7.408,0.266
4677,6.78,7.24,6.33,7.408,0.266
4678,6.78,7.23,6.32,7.408,0.266
4679,6.78,7.23,6.32,7.408,0.266
4680,6.77,7.23,6.32,7.408,0.266
4681,6.77,7.23,6.32,7.408,0.266
4682,6.77,7.23,6.32,7.408,0.266
4683,6.77,7.22,6.31,7.408,0.266
4684,6.77,7.22,6.31,7.408,0.266
4685,6.77,7.22,6.31,7.408,0.266
4686,6.76,7.22,6.31,7.408,0.266
4687,6.76,7.22,6.31,7.407,0.266
4688,6.76,7.22,6.3,7.407,0.266
4689,6.76,7.21,6.3,7.407,0.266
4690,6.76,7.21,6.3,7.407,0.266
4691,6.75,7.21,6.3,7.407,0.266
4692,6.75,7.21,6.3,7.407,0.266
4693,6.75,7.21,6.3,7.407,0.266
4694,6.75,7.2,6.29,7.407,0.266
4695,6.75,7.2,6.29,7.407,0.266
4696,6.75,7.2,6.29,7.407,0.266
4697,6.74,7.2,6.29,7.407,0.266
4698,6.74,7.2,6.29,7.407,0.266
4699,6.74,7.19,6.28,7.407,0.266
4700,6.74,7.19,6.28,7.406,0.266
4701,6.74,7.19,6.28,7.406,0.266
4702,6.73,7.19,6.28,7.406,0.266
4703,6.73,7.19,6.28,7.406,0.266
4704,6.73,7.19,6.28,7.406,0.266
4705,6.73,7.18,6.27,7.406,0.266
4706,6.73,7.18,6.27,7.406,0.266
4707,6.73,7.18,6.27,7.406,0.266
4708,6.72,7.18,6.27,7.406,0.267
4709,6.72,7.18,6.27,7.406,0.267
4710,6.72,7.18,6.27,7.406,0.267
4711,6.72,7.17,6.26,7.406,0.267
4712,6.72,7.17,6.26,7.406,0.267
4713,6.72,7.17,6.26,7.405,0.267
4714,6.71,7.17,6.26,7.405,0.267
4715,6.71,7.17,6.26,7.405,0.267
4716,6.71,7.17,6.25,7.405,0.267
4717,6.71,7.16,6.25,7.405,0.267
4718,6.71,7.16,6.25,7.405,0.267
4719,6.71,7.16,6.25,7.405,0.267
4720,6.7,7.16,6.25,7.405,0.267
4721,6.7,7.16,6.25,7.405,0.267
4722,6.7,7.16,6.25,7.405,0.267
4723,6.7,7.15,6.24,7.405,0.267
4724,6.7,7.15,6.24,7.405,0.267
4725,6.7,7.15,6.24,7.405,0.267
4726,6.69,7.15,6.24,7.405,0.267
4727,6.69,7.15,6.24,7.404,0.267
4728,6.69,7.15,6.24,7.404,0.267
4729,6.69,7.14,6.23,7.404,0.267
4730,6.69,7.14,6.23,7.404,0.267
4731,6.69,7.14,6.23,7.404,0.267
4732,6.68,7.14,6.23,7.404,0.267
4733,6.68,7.14,6.23,7.404,0.267
4734,6.68,7.14,6.23,7.404,0.267
4735,6.68,7.13,6.22,7.404,0.267
4736,6.68,7.13,6.22,7.404,0.267
4737,6.68,7.13,6.22,7.404,0.267
4738,6.67,7.13,6.22,7.404,0.267
4739,6.67,7.13,6.22,7.404,0.267
4740,6.67,7.13,6.22,7.404,0.267
4741,6.67,7.13,6.21,7.404,0.267
4742,6.67,7.12,6.21,7.403,0.267
4743,6.67,7.12,6.21,7.403,0.267
4744,6.67,7.12,6.21,7.403,0.267
4745,6.66,7.12,6.21,7.403,0.267
4746,6.66,7.12,6.21,7.403,0.267
4747,6.66,7.12,6.21,7.403,0.267
4748,6.66,7.11,6.2,7.403,0.267
4749,6.66,7.11,6.2,7.403,0.267
4750,6.66,7.11,6.2,7.403,0.267
4751,6.65,7.11,6.2,7.403,0.267
4752,6.65,7.11,6.2,7.403,0.267
4753,6.65,7.11,6.2,7.403,0.267
4754,6.65,7.11,6.2,7.403,0.267
4755,6.65,7.1,6.19,7.403,0.267
4756,6.65,7.1,6.19,7.403,0.267
4757,6.65,7.1,6.19,7.402,0.267
4758,6.64,7.1,6.19,7.402,0.267
4759,6.64,7.1,6.19,7.402,0.267
4760,6.64,7.1,6.19,7.402,0.267
4761,6.64,7.1,6.19,7.402,0.267
4762,6.64,7.09,6.18,7.402,0.267
4763,6.64,7.09,6.18,7.402,0.267
4764,6.64,7.09,6.18,7.402,0.267
4765,6.63,7.09,6.18,7.402,0.267
4766,6.63,7.09,6.18,7.402,0.267
4767,6.63,7.09,6.18,7.402,0.267
4768,6.63,7.09,6.18,7.402,0.267
4769,6.63,7.08,6.17,7.402,0.267
4770,6.63,7.08,6.17,7.402,0.267
4771,6.63,7.08,6.17,7.402,0.267
4772,6.62,7.08,6.17,7.402,0.267
4773,6.62,7.08,6.17,7.401,0.267
4774,6.62,7.08,6.17,7.401,0.267
4775,6.62,7.08,6.17,7.401,0.267
4776,6.62,7.07,6.16,7.401,0.267
4777,6.62,7.07,6.16,7.401,0.267
4778,6.62,7.07,6.16,7.401,0.267
4779,6.61,7.07,6.16,7.401,0.267
4780,6.61,7.07,6.16,7.401,0.267
4781,6.61,7.07,6.16,7.401,0.267
4782,6.61,7.07,6.16,7.401,0.267
4783,6.61,7.06,6.15,7.401,0.267
4784,6.61,7.06,6.15,7.401,0.267
4785,6.61,7.06,6.15,7.401,0.267
4786,6.61,7.06,6.15,7.401,0.267
4787,6.6,7.06,6.15,7.401,0.267
4788,6.6,7.06,6.15,7.401,0.267
4789,6.6,7.06,6.15,7.401,0.267
4790,6.6,7.06,6.15,7.4,0.267
4791,6.6,7.05,6.14,7.4,0.267
4792,6.6,7.05,6.14,7.4,0.267
4793,6.6,7.05,6.14,7.4,0.267
4794,6.59,7.05,6.14,7.4,0.267
4795,6.59,7.05,6.14,7.4,0.267
4796,6.59,7.05,6.14,7.4,0.267
4797,6.59,7.05,6.14,7.4,0.267
4798,6.59,7.04,6.13,7.4,0.267
4799,6.59,7.04,6.13,7.4,0.267
4800,6.59,7.04,6.13,7.4,0.267
4801,6.59,7.04,6.13,7.4,0.267
4802,6.58,7.04,6.13,7.4,0.267
4803,6.58,7.04,6.13,7.4,0.267
4804,6.58,7.04,6.13,7.4,0.267
4805,6.58,7.04,6.13,7.4,0.267
4806,6.58,7.03,6.12,7.4,0.267
4807,6.58,7.03,6.12,7.399,0.267
4808,6.58,7.03,6.12,7.399,0.267
4809,6.58,7.03,6.12,7.399,0.267
4810,6.57,7.03,6.12,7.399,0.267
4811,6.57,7.03,6.12,7.399,0.267
4812,6.57,7.03,6.12,7.399,0.267
4813,6.57,7.03,6.12,7.399,0.267
4814,6.57,7.02,6.11,7.399,0.267
4815,6.57,7.02,6.11,7.399,0.267
4816,6.57,7.02,6.11,7.399,0.267
4817,6.57,7.02,6.11,7.399,0.267
4818,6.56,7.02,6.11,7.399,0.267
4819,6.56,7.02,6.11,7.399,0.267
4820,6.56,7.02,6.11,7.399,0.267
4821,6.56,7.02,6.11,7.399,0.267
4822,6.56,7.01,6.1,7.399,0.267
4823,6.56,7.01,6.1,7.399,0.267
4824,6.56,7.01,6.1,7.399,0.267
4825,6.56,7.01,6.1,7.399,0.267
4826,6.55,7.01,6.1,7.398,0.267
4827,6.55,7.01,6.1,7.398,0.267
4828,6.55,7.01,6.1,7.398,0.267
4829,6.55,7.01,6.1,7.398,0.267
4830,6.55,7,6.1,7.398,0.267
4831,6.55,7,6.09,7.398,0.267
4832,6.55,7,6.09,7.398,0.267
4833,6.55,7,6.09,7.398,0.267
4834,6.55,7,6.09,7.398,0.267
4835,6.54,7,6.09,7.398,0.267
4836,6.54,7,6.09,7.398,0.267
4837,6.54,7,6.09,7.398,0.267
4838,6.54,7,6.09,7.398,0.267
4839,6.54,6.99,6.08,7.398,0.267
4840,6.54,6.99,6.08,7.398,0.268
4841,6.54,6.99,6.08,7.398,0.268
4842,6.54,6.99,6.08,7.398,0.268
4843,6.53,6.99,6.08,7.398,0.268
4844,6.53,6.99,6.08,7.398,0.268
4845,6.53,6.99,6.08,7.398,0.268
4846,6.53,6.99,6.08,7.397,0.268
4847,6.53,6.99,6.08,7.397,0.268
4848,6.53,6.98,6.07,7.397,0.268
4849,6.53,6.98,6.07,7.397,0.268
4850,6.53,6.98,6.07,7.397,0.268
4851,6.53,6.98,6.07,7.397,0.268
4852,6.52,6.98,6.07,7.397,0.268
4853,6.52,6.98,6.07,7.397,0.268
4854,6.52,6.98,6.07,7.397,0.268
4855,6.52,6.98,6.07,7.397,0.268
4856,6.52,6.98,6.07,7.397,0.268
4857,6.52,6.97,6.06,7.397,0.268
4858,6.52,6.97,6.06,7.397,0.268
4859,6.52,6.97,6.06,7.397,0.268
4860,6.52,6.97,6.06,7.397,0.268
4861,6.51,6.97,6.06,7.397,0.268
4862,6.51,6.97,6.06,7.397,0.268
4863,6.51,6.97,6.06,7.397,0.268
4864,6.51,6.97,6.06,7.397,0.268
4865,6.51,6.97,6.06,7.397,0.268
4866,6.51,6.96,6.05,7.396,0.268
4867,6.51,6.96,6.05,7.396,0.268
4868,6.51,6.96,6.05,7.396,0.268
4869,6.51,6.96,6.05,7.396,0.268
4870,6.51,6.96,6.05,7.396,0.268
4871,6.5,6.96,6.05,7.396,0.268
4872,6.5,6.96,6.05,7.396,0.268
4873,6.5,6.96,6.05,7.396,0.268
4874,6.5,6.96,6.05,7.396,0.268
4875,6.5,6.95,6.05,7.396,0.268
4876,6.5,6.95,6.04,7.396,0.268
4877,6.5,6.95,6.04,7.396,0.268
4878,6.5,6.95,6.04,7.396,0.268
4879,6.5,6.95,6.04,7.396,0.268
4880,6.49,6.95,6.04,7.396,0.268
4881,6.49,6.95,6.04,7.396,0.268
4882,6.49,6.95,6.04,7.396,0.268
4883,6.49,6.95,6.04,7.396,0.268
4884,6.49,6.95,6.04,7.396,0.268
4885,6.49,6.94,6.03,7.396,0.268
4886,6.49,6.94,6.03,7.396,0.268
4887,6.49,6.94,6.03,7.396,0.268
4888,6.49,6.94,6.03,7.395,0.268
4889,6.49,6.94,6.03,7.395,0.268
4890,6.48,6.94,6.03,7.395,0.268
4891,6.48,6.94,6.03,7.395,0.268
4892,6.48,6.94,6.03,7.395,0.268
4893,6.48,6.94,6.03,7.395,0.268
4894,6.48,6.94,6.03,7.395,0.268
4895,6.48,6.93,6.02,7.395,0.268
4896,6.48,6.93,6.02,7.395,0.268
4897,6.48,6.93,6.02,7.395,0.268
4898,6.48,6.93,6.02,7.395,0.268
4899,6.48,6.93,6.02,7.395,0.268
4900,6.47,6.93,6.02,7.395,0.268
4901,6.47,6.93,6.02,7.395,0.268
4902,6.47,6.93,6.02,7.395,0.268
4903,6.47,6.93,6.02,7.395,0.268
4904,6.47,6.93,6.02,7.395,0.268
4905,6.47,6.92,6.02,7.395,0.268
4906,6.47,6.92,6.01,7.395,0.268
4907,6.47,6.92,6.01,7.395,0.268
4908,6.47,6.92,6.01,7.395,0.268
4909,6.47,6.92,6.01,7.395,0.268
4910,6.46,6.92,6.01,7.395,0.268
4911,6.46,6.92,6.01,7.394,0.268
4912,6.46,6.92,6.01,7.394,0.268
4913,6.46,6.92,6.01,7.394,0.268
4914,6.46,6.92,6.01,7.394,0.268
4915,6.46,6.91,6.01,7.394,0.268
4916,6.46,6.91,6,7.394,0.268
4917,6.46,6.91,6,7.394,0.268
4918,6.46,6.91,6,7.394,0.268
4919,6.46,6.91,6,7.394,0.268
4920,6.46,6.91,6,7.394,0.268
4921,6.45,6.91,6,7.394,0.268
4922,6.45,6.91,6,7.394,0.268
